Counts: 	19779	19779	25	0	0	0	3	4779	903	1	4	0	0	12190	25	2	2	1	213	
A7UUG0	A7UUG0_ANOGA	Anopheles gambiae												7165.AGAP006613-PB;						
F5HJ94	F5HJ94_ANOGA	Anopheles gambiae												7165.AGAP013038-PA;						
C6K0Q2	C6K0Q2_ANOGA	Anopheles gambiae																		
Q7PWX7	Q7PWX7_ANOGA	Anopheles gambiae												7165.AGAP001102-PA;						
F5HJ99	F5HJ99_ANOGA	Anopheles gambiae												7165.AGAP013123-PA;						
Q7QJT5	Q7QJT5_ANOGA	Anopheles gambiae												7165.AGAP007651-PA;						
F5HLR4	F5HLR4_ANOGA	Anopheles gambiae												7165.AGAP003350-PB;						
B5KPG3	B5KPG3_ANOGA	Anopheles gambiae																		
F5HKN2	F5HKN2_ANOGA	Anopheles gambiae												7165.AGAP002740-PA;						
Q5TML1	Q5TML1_ANOGA	Anopheles gambiae												7165.AGAP011725-PA;						
Q7QBC8	Q7QBC8_ANOGA	Anopheles gambiae												7165.AGAP003229-PA;						
Q7PQQ6	Q7PQQ6_ANOGA	Anopheles gambiae												7165.AGAP003125-PA;						
Q7PQ77	Q7PQ77_ANOGA	Anopheles gambiae												7165.AGAP004403-PA;						
Q7PUV9	Q7PUV9_ANOGA	Anopheles gambiae												7165.AGAP001681-PA;						
A0NG38	A0NG38_ANOGA	Anopheles gambiae						A0NG38;						7165.AGAP010203-PA;						
Q7PZB9	Q7PZB9_ANOGA	Anopheles gambiae						Q7PZB9;						7165.AGAP011830-PA;						
Q7Q1S1	Q7Q1S1_ANOGA	Anopheles gambiae																		
Q7PZF2	Q7PZF2_ANOGA	Anopheles gambiae						Q7PZF2;												
A7URW0	A7URW0_ANOGA	Anopheles gambiae						A7URW0;						7165.AGAP006924-PA;						
Q7QC46	Q7QC46_ANOGA	Anopheles gambiae												7165.AGAP002449-PA;						
A7UUU4	A7UUU4_ANOGA	Anopheles gambiae																		
A7UVP7	A7UVP7_ANOGA	Anopheles gambiae												7165.AGAP001311-PA;						
A5A1R0	A5A1R0_ANOGA	Anopheles gambiae																		
Q7Q9Q9	Q7Q9Q9_ANOGA	Anopheles gambiae						Q7Q9Q9;						7165.AGAP005098-PA;						
B5KP77	B5KP77_ANOGA	Anopheles gambiae																		
Q5TW36	Q5TW36_ANOGA	Anopheles gambiae												7165.AGAP011233-PA;						
A0NG83	A0NG83_ANOGA	Anopheles gambiae						A0NG83;						7165.AGAP009216-PA;						
Q7PTK2	Q7PTK2_ANOGA	Anopheles gambiae						Q7PTK2;						7165.AGAP002221-PA;						
Q5TST9	Q5TST9_ANOGA	Anopheles gambiae												7165.AGAP005092-PA;						
Q5TMY5	Q5TMY5_ANOGA	Anopheles gambiae												7165.AGAP012375-PA;						
Q7QFY4	Q7QFY4_ANOGA	Anopheles gambiae						Q7QFY4;						7165.AGAP003779-PA;						
Q5TSN7	Q5TSN7_ANOGA	Anopheles gambiae												7165.AGAP003339-PA;						
Q7PM72	Q7PM72_ANOGA	Anopheles gambiae						Q7PM72;						7165.AGAP009740-PA;						
Q7QFP1	Q7QFP1_ANOGA	Anopheles gambiae						Q7QFP1;						7165.AGAP000597-PA;						
Q7PQH4	Q7PQH4_ANOGA	Anopheles gambiae						Q7PQH4;						7165.AGAP003516-PA;						
Q7PMA4	Q7PMA4_ANOGA	Anopheles gambiae												7165.AGAP009904-PA;						
Q5UEC0	Q5UEC0_ANOGA	Anopheles gambiae						Q5UEC0;						7165.AGAP009978-PA;						
Q7QG40	Q7QG40_ANOGA	Anopheles gambiae												7165.AGAP009486-PA;						
Q7QAM7	Q7QAM7_ANOGA	Anopheles gambiae						Q7QAM7;						7165.AGAP003622-PA;						
Q7Q3S5	Q7Q3S5_ANOGA	Anopheles gambiae																		
Q7PVD1	Q7PVD1_ANOGA	Anopheles gambiae												7165.AGAP012411-PA;						
Q7QDW9	Q7QDW9_ANOGA	Anopheles gambiae												7165.AGAP010460-PA;						
Q17011	Q17011_ANOGA	Anopheles gambiae																		
L7T1D4	L7T1D4_ANOGA	Anopheles gambiae												7165.AGAP007041-PA;						
F5HK12	F5HK12_ANOGA	Anopheles gambiae																		
L7RH65	L7RH65_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
L7RHE3	L7RHE3_ANOGA	Anopheles gambiae																		
L7RGM3	L7RGM3_ANOGA	Anopheles gambiae												7165.AGAP007032-PA;						
Q7PVA7	Q7PVA7_ANOGA	Anopheles gambiae						Q7PVA7;						7165.AGAP011893-PA;						
L7T5C2	L7T5C2_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
Q7QIH7	Q7QIH7_ANOGA	Anopheles gambiae						Q7QIH7;						7165.AGAP006872-PA;						
F5HMI6	F5HMI6_ANOGA	Anopheles gambiae												7165.AGAP013145-PB;						
A0NBZ3	A0NBZ3_ANOGA	Anopheles gambiae												7165.AGAP010963-PA;						
Q6VPN2	Q6VPN2_ANOGA	Anopheles gambiae						Q6VPN2;						7165.AGAP010869-PA;						
L7RKZ6	L7RKZ6_ANOGA	Anopheles gambiae												7165.AGAP012352-PA;						
L7RMG2	L7RMG2_ANOGA	Anopheles gambiae																		
L7T0B5	L7T0B5_ANOGA	Anopheles gambiae																		
Q7PW37	Q7PW37_ANOGA	Anopheles gambiae																		
L7T008	L7T008_ANOGA	Anopheles gambiae																		
L7RNX8	L7RNX8_ANOGA	Anopheles gambiae																		
L7RQM6	L7RQM6_ANOGA	Anopheles gambiae												7165.AGAP001826-PA;						
F5HJA3	F5HJA3_ANOGA	Anopheles gambiae												7165.AGAP003782-PA;						
Q7PQ85	Q7PQ85_ANOGA	Anopheles gambiae												7165.AGAP004336-PA;					SUBUNIT: Component of the ribosomal small subunit (SSU) processome. {ECO:0000256|PIRNR:PIRNR015952}.	
L7RQI0	L7RQI0_ANOGA	Anopheles gambiae												7165.AGAP005716-PA;						
Q7PSR1	Q7PSR1_ANOGA	Anopheles gambiae												7165.AGAP011313-PA;						
Q7QB53	Q7QB53_ANOGA	Anopheles gambiae						Q7QB53;						7165.AGAP004177-PA;						
Q7QKK2	Q7QKK2_ANOGA	Anopheles gambiae												7165.AGAP003268-PA;						
Q7Q612	Q7Q612_ANOGA	Anopheles gambiae						Q7Q612;						7165.AGAP006092-PA;						
Q7PVL7	Q7PVL7_ANOGA	Anopheles gambiae						Q7PVL7;												
B5KP50	B5KP50_ANOGA	Anopheles gambiae												7165.AGAP005832-PB;						
F5HLT9	F5HLT9_ANOGA	Anopheles gambiae																		
L7RJ00	L7RJ00_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
A0NG63	A0NG63_ANOGA	Anopheles gambiae												7165.AGAP003312-PA;						
Q7Q3R4	Q7Q3R4_ANOGA	Anopheles gambiae																		
Q7PSN4	Q7PSN4_ANOGA	Anopheles gambiae												7165.AGAP011218-PA;						
Q7QBC4	Q7QBC4_ANOGA	Anopheles gambiae												7165.AGAP003238-PD;						
L7SZX8	L7SZX8_ANOGA	Anopheles gambiae												7165.AGAP007030-PA;						
A0NGP5	A0NGP5_ANOGA	Anopheles gambiae																		
Q7PXP0	Q7PXP0_ANOGA	Anopheles gambiae												7165.AGAP001502-PA;						
L7T2K1	L7T2K1_ANOGA	Anopheles gambiae																		
Q7PWG2	Q7PWG2_ANOGA	Anopheles gambiae						Q7PWG2;												
Q7Q0J0	Q7Q0J0_ANOGA	Anopheles gambiae												7165.AGAP003293-PA;						
Q7Q5T0	Q7Q5T0_ANOGA	Anopheles gambiae						Q7Q5T0;						7165.AGAP006222-PA;						
L7RL37	L7RL37_ANOGA	Anopheles gambiae																		
L7T2Z7	L7T2Z7_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
A7US04	A7US04_ANOGA	Anopheles gambiae																		
L7RMD4	L7RMD4_ANOGA	Anopheles gambiae												7165.AGAP002593-PA;						
L7T8P1	L7T8P1_ANOGA	Anopheles gambiae																		
A7UVA8	A7UVA8_ANOGA	Anopheles gambiae						A7UVA8;						7165.AGAP009254-PA;						
L7T827	L7T827_ANOGA	Anopheles gambiae																		
A7US78	A7US78_ANOGA	Anopheles gambiae																		
Q7PVL3	Q7PVL3_ANOGA	Anopheles gambiae						Q7PVL3;												
Q7Q6T8	Q7Q6T8_ANOGA	Anopheles gambiae						Q7Q6T8;												
A7USS8	A7USS8_ANOGA	Anopheles gambiae												7165.AGAP002837-PA;						
Q7Q2W5	Q7Q2W5_ANOGA	Anopheles gambiae						Q7Q2W5;												
Q7QGK0	Q7QGK0_ANOGA	Anopheles gambiae																		
Q7Q4E3	Q7Q4E3_ANOGA	Anopheles gambiae						Q7Q4E3;												
Q7Q601	Q7Q601_ANOGA	Anopheles gambiae						Q7Q601;						7165.AGAP006113-PA;						
Q7Q4F7	Q7Q4F7_ANOGA	Anopheles gambiae						Q7Q4F7;												
Q5TTP5	Q5TTP5_ANOGA	Anopheles gambiae						Q5TTP5;												
B2G052	B2G052_ANOGA	Anopheles gambiae												7165.AGAP001929-PA;						
Q7QI16	Q7QI16_ANOGA	Anopheles gambiae						Q7QI16;						7165.AGAP000958-PA;						
Q7PYM7	Q7PYM7_ANOGA	Anopheles gambiae												7165.AGAP002018-PB;						
Q7PR73	Q7PR73_ANOGA	Anopheles gambiae												7165.AGAP002589-PA;						
L7RIB5	L7RIB5_ANOGA	Anopheles gambiae																		
L7T7Y7	L7T7Y7_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
Q7PSB4	Q7PSB4_ANOGA	Anopheles gambiae						Q7PSB4;						7165.AGAP009510-PA;						
L7RHX2	L7RHX2_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7RIL5	L7RIL5_ANOGA	Anopheles gambiae																		
L7T1S9	L7T1S9_ANOGA	Anopheles gambiae												7165.AGAP007030-PA;						
L7RPN5	L7RPN5_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
Q380I7	Q380I7_ANOGA	Anopheles gambiae												7165.AGAP001533-PA;						
Q7QFK9	Q7QFK9_ANOGA	Anopheles gambiae												7165.AGAP000545-PA;						
L7RMV0	L7RMV0_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
A7XBE5	A7XBE5_ANOGA	Anopheles gambiae												7165.AGAP006348-PA;						
L7RJB3	L7RJB3_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7T5A5	L7T5A5_ANOGA	Anopheles gambiae												7165.AGAP007030-PA;						
L7T890	L7T890_ANOGA	Anopheles gambiae												7165.AGAP007048-PA;						
L7T2X1	L7T2X1_ANOGA	Anopheles gambiae												7165.AGAP007041-PA;						
B0F488	B0F488_ANOGA	Anopheles gambiae												7165.AGAP007143-PA;						
A7UU32	A7UU32_ANOGA	Anopheles gambiae												7165.AGAP006154-PA;						
L7RHE6	L7RHE6_ANOGA	Anopheles gambiae												7165.AGAP005728-PA;						
Q7Q1I9	Q7Q1I9_ANOGA	Anopheles gambiae												7165.AGAP009772-PA;						
Q7PIP2	Q7PIP2_ANOGA	Anopheles gambiae												7165.AGAP005712-PB;						
Q7Q0U0	Q7Q0U0_ANOGA	Anopheles gambiae												7165.AGAP010164-PB;						
A0NGD6	A0NGD6_ANOGA	Anopheles gambiae												7165.AGAP008975-PA;						
Q7Q4A0	Q7Q4A0_ANOGA	Anopheles gambiae						Q7Q4A0;												
Q7PSJ9	Q7PSJ9_ANOGA	Anopheles gambiae						Q7PSJ9;						7165.AGAP010837-PA;						
Q7Q4T3	Q7Q4T3_ANOGA	Anopheles gambiae						Q7Q4T3;												
A0NFY0	A0NFY0_ANOGA	Anopheles gambiae						A0NFY0;						7165.AGAP009964-PA;						
A5A1L3	A5A1L3_ANOGA	Anopheles gambiae												7165.AGAP005948-PA;						
Q5XNU5	Q5XNU5_ANOGA	Anopheles gambiae						Q5XNU5;						7165.AGAP002429-PA;						
Q7Q417	Q7Q417_ANOGA	Anopheles gambiae						Q7Q417;						7165.AGAP008152-PA;						
Q7QBI6	Q7QBI6_ANOGA	Anopheles gambiae												7165.AGAP003159-PA;						
A0NC30	A0NC30_ANOGA	Anopheles gambiae																		
Q7Q3R5	Q7Q3R5_ANOGA	Anopheles gambiae						Q7Q3R5;						7165.AGAP007996-PC;						
Q7PW63	Q7PW63_ANOGA	Anopheles gambiae						Q7PW63;						7165.AGAP009077-PA;						
Q5TN78	Q5TN78_ANOGA	Anopheles gambiae																		
A5A234	A5A234_ANOGA	Anopheles gambiae												7165.AGAP005693-PA;						
A7UTD7	A7UTD7_ANOGA	Anopheles gambiae																		
L7RID0	L7RID0_ANOGA	Anopheles gambiae																		
Q5TN94	Q5TN94_ANOGA	Anopheles gambiae												7165.AGAP008897-PA;						
L7T9S2	L7T9S2_ANOGA	Anopheles gambiae												7165.AGAP007058-PA;						
L7RK61	L7RK61_ANOGA	Anopheles gambiae												7165.AGAP012352-PA;						
L7RJC9	L7RJC9_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
L7RJE3	L7RJE3_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
Q7Q4V8	Q7Q4V8_ANOGA	Anopheles gambiae												7165.AGAP000853-PA;						
Q7QA59	Q7QA59_ANOGA	Anopheles gambiae						Q7QA59;						7165.AGAP004424-PA;						
L7T024	L7T024_ANOGA	Anopheles gambiae												7165.AGAP007030-PA;						
L7RMR4	L7RMR4_ANOGA	Anopheles gambiae																		
A0A0E4C7A2	A0A0E4C7A2_ANOGA	Anopheles gambiae																		
A0A0E4G8F0	A0A0E4G8F0_ANOGA	Anopheles gambiae																		
L7T306	L7T306_ANOGA	Anopheles gambiae																		
A0A0E4G8V2	A0A0E4G8V2_ANOGA	Anopheles gambiae																		
L7RPS4	L7RPS4_ANOGA	Anopheles gambiae												7165.AGAP007037-PA;						
A0A0E4G9C9	A0A0E4G9C9_ANOGA	Anopheles gambiae																		
L7RGP8	L7RGP8_ANOGA	Anopheles gambiae																		
Q7QG76	Q7QG76_ANOGA	Anopheles gambiae												7165.AGAP009544-PA;						
Q7Q4A5	Q7Q4A5_ANOGA	Anopheles gambiae						Q7Q4A5;						7165.AGAP008311-PA;						
Q7PSF8	Q7PSF8_ANOGA	Anopheles gambiae																		
B0F4D4	B0F4D4_ANOGA	Anopheles gambiae												7165.AGAP005819-PA;						
C6K040	C6K040_ANOGA	Anopheles gambiae												7165.AGAP007691-PB;						
A7UTG1	A7UTG1_ANOGA	Anopheles gambiae																		
F5HKE4	F5HKE4_ANOGA	Anopheles gambiae												7165.AGAP002933-PA;						
Q7Q6Y3	Q7Q6Y3_ANOGA	Anopheles gambiae																		
A0NG19	A0NG19_ANOGA	Anopheles gambiae						A0NG19;												
C6JXR4	C6JXR4_ANOGA	Anopheles gambiae																		
Q5XM60	Q5XM60_ANOGA	Anopheles gambiae						Q5XM60;						7165.AGAP009241-PA;						
Q7PNK5	Q7PNK5_ANOGA	Anopheles gambiae												7165.AGAP000908-PA;						
Q7Q186	Q7Q186_ANOGA	Anopheles gambiae						Q7Q186;						7165.AGAP009921-PA;						
Q380C7	Q380C7_ANOGA	Anopheles gambiae																		
Q7PGK9	Q7PGK9_ANOGA	Anopheles gambiae												7165.AGAP002685-PA;						
F5HMZ6	F5HMZ6_ANOGA	Anopheles gambiae												7165.AGAP002119-PB;						
Q8WRX9	Q8WRX9_ANOGA	Anopheles gambiae						Q8WRX9;												
Q7PXI8	Q7PXI8_ANOGA	Anopheles gambiae						Q7PXI8;						7165.AGAP001423-PA;						
Q7Q9Q1	Q7Q9Q1_ANOGA	Anopheles gambiae												7165.AGAP005109-PA;						
A0A0E3W2D7	A0A0E3W2D7_ANOGA	Anopheles gambiae																		
Q7QB11	Q7QB11_ANOGA	Anopheles gambiae																		
Q7QFQ1	Q7QFQ1_ANOGA	Anopheles gambiae												7165.AGAP000614-PA;						
B2FXS9	B2FXS9_ANOGA	Anopheles gambiae																		
B2FY09	B2FY09_ANOGA	Anopheles gambiae												7165.AGAP009212-PA;						
C6K0M1	C6K0M1_ANOGA	Anopheles gambiae																		
A0NCU8	A0NCU8_ANOGA	Anopheles gambiae																		
F5HL52	F5HL52_ANOGA	Anopheles gambiae												7165.AGAP013350-PA;						
F5HLB1	F5HLB1_ANOGA	Anopheles gambiae																		
B5KPG4	B5KPG4_ANOGA	Anopheles gambiae												7165.AGAP005792-PA;						
A0A0E4G891	A0A0E4G891_ANOGA	Anopheles gambiae																		
Q7PJ03	Q7PJ03_ANOGA	Anopheles gambiae												7165.AGAP007872-PA;						
F5HLB6	F5HLB6_ANOGA	Anopheles gambiae						F5HLB6;						7165.AGAP003602-PA;						
Q5TQV9	Q5TQV9_ANOGA	Anopheles gambiae																		
Q7PJ49	Q7PJ49_ANOGA	Anopheles gambiae												7165.AGAP008100-PA;						
Q5TWK2	Q5TWK2_ANOGA	Anopheles gambiae												7165.AGAP006908-PA;						
C6JZ09	C6JZ09_ANOGA	Anopheles gambiae												7165.AGAP005246-PA;						
Q7QID9	Q7QID9_ANOGA	Anopheles gambiae						Q7QID9;						7165.AGAP006798-PA;						
F5HLQ1	F5HLQ1_ANOGA	Anopheles gambiae												7165.AGAP004469-PA;						
Q7PJ82	Q7PJ82_ANOGA	Anopheles gambiae						Q7PJ82;						7165.AGAP008300-PA;						
Q5TNW7	Q5TNW7_ANOGA	Anopheles gambiae						Q5TNW7;												
Q7Q7F0	Q7Q7F0_ANOGA	Anopheles gambiae												7165.AGAP005345-PA;						
Q7Q0L2	Q7Q0L2_ANOGA	Anopheles gambiae												7165.AGAP010282-PA;						
Q5TMU4	Q5TMU4_ANOGA	Anopheles gambiae																		
A0A0E3W2A5	A0A0E3W2A5_ANOGA	Anopheles gambiae																		
F5HLX8	F5HLX8_ANOGA	Anopheles gambiae																		
Q7PNE2	Q7PNE2_ANOGA	Anopheles gambiae						Q7PNE2;						7165.AGAP008255-PA;						
F5HJB5	F5HJB5_ANOGA	Anopheles gambiae												7165.AGAP003805-PA;						
A0NDJ1	A0NDJ1_ANOGA	Anopheles gambiae												7165.AGAP003538-PA;						
C6JYN2	C6JYN2_ANOGA	Anopheles gambiae												7165.AGAP003194-PB;						
Q5TMJ6	Q5TMJ6_ANOGA	Anopheles gambiae						Q5TMJ6;						7165.AGAP011676-PA;						
F5HL44	F5HL44_ANOGA	Anopheles gambiae												7165.AGAP004159-PB;						
B5KPM3	B5KPM3_ANOGA	Anopheles gambiae						B5KPM3;												
A0NDC5	A0NDC5_ANOGA	Anopheles gambiae												7165.AGAP003080-PA;						
Q7PMD9	Q7PMD9_ANOGA	Anopheles gambiae												7165.AGAP010062-PA;						
Q7Q5U3	Q7Q5U3_ANOGA	Anopheles gambiae						Q7Q5U3;						7165.AGAP006205-PA;						
Q8MUS2	Q8MUS2_ANOGA	Anopheles gambiae						Q8MUS2;						7165.AGAP004379-PA;						
Q7QJK0	Q7QJK0_ANOGA	Anopheles gambiae												7165.AGAP007552-PA;						
Q8WSY1	Q8WSY1_ANOGA	Anopheles gambiae												7165.AGAP011828-PA;						
Q7Q1B8	Q7Q1B8_ANOGA	Anopheles gambiae												7165.AGAP009865-PA;						
Q7QGJ7	Q7QGJ7_ANOGA	Anopheles gambiae																		
F2X597	F2X597_ANOGA	Anopheles gambiae												7165.AGAP005196-PA;						
A0A0E3W290	A0A0E3W290_ANOGA	Anopheles gambiae																		
A0A0E4C7D2	A0A0E4C7D2_ANOGA	Anopheles gambiae																		
Q7Q3R1	Q7Q3R1_ANOGA	Anopheles gambiae																		
C6K119	C6K119_ANOGA	Anopheles gambiae												7165.AGAP006911-PA;						
Q8WQP3	Q8WQP3_ANOGA	Anopheles gambiae						Q8WQP3;						7165.AGAP013241-PA;						
A0A0E4G8C3	A0A0E4G8C3_ANOGA	Anopheles gambiae																		
C6K0M9	C6K0M9_ANOGA	Anopheles gambiae																		
Q5TS19	Q5TS19_ANOGA	Anopheles gambiae																		
Q7PNP4	Q7PNP4_ANOGA	Anopheles gambiae												7165.AGAP005578-PA;						
Q5XNU4	Q5XNU4_ANOGA	Anopheles gambiae						Q5XNU4;						7165.AGAP000284-PA;						
A0A0E4C754	A0A0E4C754_ANOGA	Anopheles gambiae																		
Q7Q092	Q7Q092_ANOGA	Anopheles gambiae						Q7Q092;						7165.AGAP012328-PA;						
A0A0E4G8A8	A0A0E4G8A8_ANOGA	Anopheles gambiae																		
C6JYI6	C6JYI6_ANOGA	Anopheles gambiae												7165.AGAP007693-PA;						
A0A0E4GBL4	A0A0E4GBL4_ANOGA	Anopheles gambiae																		
Q7QGX3	Q7QGX3_ANOGA	Anopheles gambiae						Q7QGX3;						7165.AGAP010928-PA;						
Q7Q875	Q7Q875_ANOGA	Anopheles gambiae												7165.AGAP008763-PA;						
B2FYP1	B2FYP1_ANOGA	Anopheles gambiae																		
A0ND29	A0ND29_ANOGA	Anopheles gambiae												7165.AGAP002532-PA;						
Q7QH31	Q7QH31_ANOGA	Anopheles gambiae												7165.AGAP003489-PA;						
A0NB17	A0NB17_ANOGA	Anopheles gambiae												7165.AGAP011525-PA;						
Q7PX82	Q7PX82_ANOGA	Anopheles gambiae																		
Q7QF39	Q7QF39_ANOGA	Anopheles gambiae						Q7QF39;						7165.AGAP000289-PA;						
A0NGI2	A0NGI2_ANOGA	Anopheles gambiae																		
Q7PNH8	Q7PNH8_ANOGA	Anopheles gambiae																		
Q7PNM9	Q7PNM9_ANOGA	Anopheles gambiae						Q7PNM9;						7165.AGAP005774-PA;						
Q7PSB1	Q7PSB1_ANOGA	Anopheles gambiae						Q7PSB1;						7165.AGAP009497-PA;						
Q7PX56	Q7PX56_ANOGA	Anopheles gambiae						Q7PX56;						7165.AGAP001224-PA;						
Q7QA67	Q7QA67_ANOGA	Anopheles gambiae												7165.AGAP004412-PA;						
Q7Q4V6	Q7Q4V6_ANOGA	Anopheles gambiae						Q7Q4V6;						7165.AGAP000856-PA;						
C6JZ72	C6JZ72_ANOGA	Anopheles gambiae												7165.AGAP001377-PA;						
Q7QBN7	Q7QBN7_ANOGA	Anopheles gambiae												7165.AGAP003071-PA;						
A7UTM4	A7UTM4_ANOGA	Anopheles gambiae																		
C6K089	C6K089_ANOGA	Anopheles gambiae												7165.AGAP009212-PA;						
C6K1Z0	C6K1Z0_ANOGA	Anopheles gambiae												7165.AGAP007717-PA;						
Q7PMB8	Q7PMB8_ANOGA	Anopheles gambiae																		
Q7PW21	Q7PW21_ANOGA	Anopheles gambiae												7165.AGAP009118-PA;						
M0QSB9	M0QSB9_ANOGA	Anopheles gambiae																		
Q7PMG0	Q7PMG0_ANOGA	Anopheles gambiae						Q7PMG0;						7165.AGAP009952-PA;						
B2FVQ6	B2FVQ6_ANOGA	Anopheles gambiae																		
B2FXP1	B2FXP1_ANOGA	Anopheles gambiae												7165.AGAP007692-PA;						
Q7PW85	Q7PW85_ANOGA	Anopheles gambiae																		
F5HK98	F5HK98_ANOGA	Anopheles gambiae																		
Q5TMZ7	Q5TMZ7_ANOGA	Anopheles gambiae												7165.AGAP012074-PA;						
K7Z5E7	K7Z5E7_ANOGA	Anopheles gambiae												7165.AGAP000300-PA;						
Q7Q387	Q7Q387_ANOGA	Anopheles gambiae																		
B2FVU2	B2FVU2_ANOGA	Anopheles gambiae												7165.AGAP002422-PA;						
Q7QGY3	Q7QGY3_ANOGA	Anopheles gambiae						Q7QGY3;						7165.AGAP010941-PA;						
Q7PY40	Q7PY40_ANOGA	Anopheles gambiae						Q7PY40;						7165.AGAP001736-PA;						
F5HJK0	F5HJK0_ANOGA	Anopheles gambiae												7165.AGAP000399-PB;						
Q5TQU3	Q5TQU3_ANOGA	Anopheles gambiae												7165.AGAP006578-PA;						
A7USA1	A7USA1_ANOGA	Anopheles gambiae																		
Q7Q562	Q7Q562_ANOGA	Anopheles gambiae												7165.AGAP006620-PA;						
Q7PIQ6	Q7PIQ6_ANOGA	Anopheles gambiae												7165.AGAP005627-PF;						
A0NDA5	A0NDA5_ANOGA	Anopheles gambiae												7165.AGAP003062-PA;						
F5HM78	F5HM78_ANOGA	Anopheles gambiae												7165.AGAP002048-PB;						
Q7QIQ8	Q7QIQ8_ANOGA	Anopheles gambiae						Q7QIQ8;						7165.AGAP007026-PA;						
A0NHD5	A0NHD5_ANOGA	Anopheles gambiae																		
Q5TQF1	Q5TQF1_ANOGA	Anopheles gambiae						Q5TQF1;						7165.AGAP008222-PA;						
Q5TT05	Q5TT05_ANOGA	Anopheles gambiae						Q5TT05;						7165.AGAP004376-PA;						
Q5TWZ2	Q5TWZ2_ANOGA	Anopheles gambiae																		
Q7QI66	Q7QI66_ANOGA	Anopheles gambiae																		
Q7Q217	Q7Q217_ANOGA	Anopheles gambiae						Q7Q217;						7165.AGAP010774-PA;						
Q7PYX2	Q7PYX2_ANOGA	Anopheles gambiae						Q7PYX2;												
Q5TP55	Q5TP55_ANOGA	Anopheles gambiae																		
Q7QG42	Q7QG42_ANOGA	Anopheles gambiae						Q7QG42;						7165.AGAP009488-PA;						
Q7QFT0	Q7QFT0_ANOGA	Anopheles gambiae						Q7QFT0;						7165.AGAP003860-PA;						
Q7PRV7	Q7PRV7_ANOGA	Anopheles gambiae												7165.AGAP000467-PA;						
B2FZK6	B2FZK6_ANOGA	Anopheles gambiae												7165.AGAP011950-PA;						
F5HM74	F5HM74_ANOGA	Anopheles gambiae																		
Q7QF27	Q7QF27_ANOGA	Anopheles gambiae						Q7QF27;						7165.AGAP000272-PA;					SUBUNIT: Monomer and homodimer. {ECO:0000256|HAMAP-Rule:MF_03173}.	
A7URS8	A7URS8_ANOGA	Anopheles gambiae						A7URS8;						7165.AGAP007017-PA;						
Q7Q050	Q7Q050_ANOGA	Anopheles gambiae												7165.AGAP012259-PA;						
A7URJ5	A7URJ5_ANOGA	Anopheles gambiae																		
A7UUS5	A7UUS5_ANOGA	Anopheles gambiae						A7UUS5;						7165.AGAP007879-PA;						
A7UUY5	A7UUY5_ANOGA	Anopheles gambiae												7165.AGAP004819-PA;						
Q7QJR3	Q7QJR3_ANOGA	Anopheles gambiae												7165.AGAP007623-PA;						
Q7Q2C0	Q7Q2C0_ANOGA	Anopheles gambiae						Q7Q2C0;						7165.AGAP003920-PA;						
Q5TWH5	Q5TWH5_ANOGA	Anopheles gambiae												7165.AGAP006814-PA;						
Q7QIZ5	Q7QIZ5_ANOGA	Anopheles gambiae												7165.AGAP007145-PA;						
Q7PJ41	Q7PJ41_ANOGA	Anopheles gambiae						Q7PJ41;						7165.AGAP008018-PA;						
A7UU35	A7UU35_ANOGA	Anopheles gambiae						A7UU35;						7165.AGAP006164-PA;						
A7USW7	A7USW7_ANOGA	Anopheles gambiae												7165.AGAP002312-PA;						
Q7Q8J2	Q7Q8J2_ANOGA	Anopheles gambiae																		
Q7PMK6	Q7PMK6_ANOGA	Anopheles gambiae												7165.AGAP003979-PA;						
Q7QE90	Q7QE90_ANOGA	Anopheles gambiae						Q7QE90;						7165.AGAP000770-PA;						
L7RML2	L7RML2_ANOGA	Anopheles gambiae												7165.AGAP007059-PA;						
Q7QIN4	Q7QIN4_ANOGA	Anopheles gambiae												7165.AGAP006965-PA;						
B2G061	B2G061_ANOGA	Anopheles gambiae												7165.AGAP001929-PA;						
F5HJC1	F5HJC1_ANOGA	Anopheles gambiae												7165.AGAP003818-PB;						
A7UVF8	A7UVF8_ANOGA	Anopheles gambiae																		
Q7Q726	Q7Q726_ANOGA	Anopheles gambiae						Q7Q726;						7165.AGAP005544-PA;						
Q7Q747	Q7Q747_ANOGA	Anopheles gambiae												7165.AGAP005512-PA;						
A0NF46	A0NF46_ANOGA	Anopheles gambiae						A0NF46;						7165.AGAP008170-PA;						
Q7PXV3	Q7PXV3_ANOGA	Anopheles gambiae												7165.AGAP001612-PA;						
Q7Q8I3	Q7Q8I3_ANOGA	Anopheles gambiae						Q7Q8I3;						7165.AGAP008616-PA;						
